"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.93626,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.33372,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.04492,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-04",98.80088,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-05",98.59556,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-06",98.50644,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-07",98.64584,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-08",98.88301,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-09",99.24112,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-10",99.51889,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-11",99.6665,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1985-12",99.7618,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-01",99.63696,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-02",99.43232,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-03",99.32612,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-04",99.37213,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-05",99.46471,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-06",99.63153,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-07",99.85635,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-08",100.0533,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.209,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.3834,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.5537,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.6664,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.9462,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.5577,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-03",102.0437,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-04",102.4351,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-05",102.6523,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-06",102.7629,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-07",102.6235,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-08",102.4748,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-09",102.3188,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-10",102.2368,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-11",102.0654,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1987-12",101.9586,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-01",101.9101,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-02",101.8878,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-03",101.8546,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-04",101.7905,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-05",101.8669,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.8334,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.6468,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.3073,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-09",100.8757,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-10",100.5021,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-11",100.2366,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1988-12",99.89506,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-01",99.66297,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-02",99.47743,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-03",99.08975,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-04",98.78741,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-05",98.59609,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-06",98.35621,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-07",98.33765,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-08",98.37876,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-09",98.24359,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-10",97.75022,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-11",97.61162,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1989-12",97.72716,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-01",97.71646,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-02",97.17078,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-03",96.36948,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-04",96.06347,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-05",96.10294,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-06",96.3644,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-07",96.62653,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-08",96.73213,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-09",96.86237,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-10",97.28999,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-11",97.68456,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1990-12",98.12444,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-01",98.05302,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-02",98.29469,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-03",98.92444,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.33672,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-05",99.42229,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.32534,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.30148,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.67348,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-09",100.2624,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-10",100.6084,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-11",100.4543,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1991-12",100.1057,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-01",100.0199,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-02",100.4212,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-03",100.9913,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-04",101.3428,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-05",101.2397,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.5565,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.49409,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-08",98.38791,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-09",97.4436,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-10",96.88348,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-11",96.90272,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1992-12",97.43921,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-01",98.12598,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-02",98.34759,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-03",98.38814,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-04",98.41933,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-05",98.57281,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.59843,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.8682,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.2215,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.25983,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.92516,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-11",98.57441,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1993-12",98.35443,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-01",98.35509,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-02",98.03888,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-03",97.45406,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-04",96.98636,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-05",97.04039,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-06",97.6041,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-07",98.25119,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-08",98.73473,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-09",98.96116,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-10",99.04304,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-11",98.95975,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1994-12",98.64498,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-01",98.71925,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-02",98.77222,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-03",98.67166,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-04",98.53867,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-05",98.59417,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-06",99.23551,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-07",99.85175,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.1866,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.4279,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.7032,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.8672,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1995-12",101.0161,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-01",101.1267,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-02",101.1895,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-03",101.239,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-04",101.2065,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.9838,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.8501,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.9898,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.2871,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.6378,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.9347,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-11",102.14,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1996-12",102.186,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-01",102.3065,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-02",102.6235,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-03",102.8007,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-04",102.9125,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-05",103.0689,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-06",103.0784,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.9964,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-08",103.0038,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-09",103.1211,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-10",103.1736,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-11",103.012,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.8559,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.6646,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.6601,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.7566,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.8185,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.6494,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.155,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.5412,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.1026,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-09",100.9893,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0248,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.2705,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.4823,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.7682,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.151,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.4792,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.6098,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.6154,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.6263,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.6548,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.7258,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.7354,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.8594,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-11",103.0081,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","1999-12",103.266,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-01",103.264,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.9653,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.5832,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.3432,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.2722,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.2133,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.1783,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.1528,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0469,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.3128,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.5835,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.8461,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-01",102.9453,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-02",102.9705,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-03",102.9865,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-04",102.9244,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-05",102.932,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-06",103.0127,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-07",102.9333,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-08",102.5949,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-09",102.2815,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-10",102.0104,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-11",102.1848,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2001-12",102.5658,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-01",102.804,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-02",102.9333,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-03",103.0205,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-04",103.0634,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-05",102.9605,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-06",102.8632,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-07",102.9119,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-08",103.0789,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-09",103.2611,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-10",103.1413,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-11",102.7678,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2002-12",102.0816,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-01",101.3467,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-02",100.9041,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.891,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-04",101.1186,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-05",101.1699,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-06",101.2167,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-07",101.2342,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-08",101.2367,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-09",101.2881,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-10",101.2171,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-11",101.1588,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.1737,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.2499,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.3163,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.3639,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.21,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.9592,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.7896,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.7527,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.7446,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.7977,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.0037,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.2345,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.3601,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.4974,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.6585,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.7271,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.6071,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.4086,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.2853,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-07",101.2945,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-08",101.266,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-09",101.1321,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.9277,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.7827,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.7599,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.887,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.9534,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.8913,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.935,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.8931,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.8381,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.7535,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.7579,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.8794,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.051,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.9608,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.7276,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.4543,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.4333,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.5728,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.8409,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.1547,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.2532,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.2587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.2959,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.2605,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-10",101.1208,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.8123,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.518,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.1866,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.6861,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.9652,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.93324,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.87043,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-06",95.87898,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-07",95.24026,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-08",95.24883,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-09",95.43971,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-10",95.48322,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-11",95.38918,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-12",95.09651,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-01",94.79309,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-02",95.03902,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-03",95.7151,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.45435,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.03866,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.6193,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.13261,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.67913,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.43373,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.90149,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.0544,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.0895,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.2758,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.4113,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.314,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.0252,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.62466,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.26495,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.95132,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-08",98.73191,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-09",98.33389,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.97569,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-11",97.63588,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-12",97.29843,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-01",96.84089,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-02",96.5694,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-03",96.406,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-04",96.44233,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-05",96.84904,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-06",96.87966,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-07",96.55282,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.05705,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-09",95.62596,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-10",95.35651,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-11",95.38606,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-12",95.59723,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-01",95.92712,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-02",96.01495,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-03",95.86027,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-04",95.70676,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-05",95.71715,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-06",95.90083,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-07",96.18819,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-08",96.30336,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-09",96.26726,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-10",96.36711,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-11",96.71267,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.79762,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.79131,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.74799,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.86731,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.08587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.46607,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.09048,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.96386,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.52999,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.74598,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.71379,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.69006,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.97712,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4951,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8902,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2584,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.5531,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.7249,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.8224,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.8199,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.8023,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.6293,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.5451,
